original_title,budget,revenue,runtime,vote_count,evaluation
Madagascar,75000000,532680671,86,3237,moyen
Children of Men,76000000,69959751,109,2071,moyen
X-Men,75000000,296339527,104,4097,moyen
Wanted,75000000,258270008,110,2528,moyen
The Rock,75000000,335062621,136,1456,moyen
Ice Age: The Meltdown,80000000,660940780,91,2951,moyen
50 First Dates,75000000,196482882,99,2105,moyen
Hairspray,50000000,90450008,117,709,moyen
Exorcist: The Beginning,80000000,78000586,114,183,mediocre
Inspector Gadget,75000000,0,78,318,mediocre
Now You See Me,75000000,117698894,115,5487,moyen
Grown Ups,80000000,271430189,102,1705,moyen
The Terminal,60000000,219417255,128,1910,moyen
Hotel for Dogs,35000000,73034460,100,202,moyen
Vertical Limit,75000000,215663859,124,283,moyen
Charlie Wilson's War,75000000,119000410,102,338,moyen
Shark Tale,75000000,367275019,90,1557,moyen
Dreamgirls,70000000,154937680,134,284,moyen
Be Cool,53000000,95226116,118,292,moyen
Munich,70000000,130358911,164,696,moyen
Tears of the Sun,70000000,85632458,121,573,moyen
Killers,75000000,98159963,100,772,moyen
The Man from U.N.C.L.E.,75000000,108145109,116,2265,moyen
Spanglish,80000000,55041367,130,369,moyen
Monster House,75000000,140175006,91,874,moyen
Bandits,75000000,67631903,123,302,moyen
First Knight,55000000,127600435,134,311,moyen
Anna and the King,75000000,0,148,197,moyen
Immortals,75000000,226904017,110,880,moyen
Hostage,52000000,77944725,113,512,moyen
Titan A.E.,75000000,36754634,94,313,moyen
Hollywood Homicide,75000000,51142659,116,166,moyen
Soldier,75000000,14567883,99,221,moyen
Carriers,0,5802422,84,282,moyen
Monkeybone,75000000,5409517,93,78,mediocre
Flight of the Phoenix,45000000,21009180,113,276,moyen
Unbreakable,75000000,248118121,106,1946,moyen
Minions,74000000,1156730962,91,4571,moyen
Sucker Punch,82000000,89792502,110,1623,moyen
Snake Eyes,73000000,103891409,98,327,moyen
Sphere,75000000,13100000,134,476,moyen
The Angry Birds Movie,73000000,349779543,97,1022,moyen
Fool's Gold,70000000,111231041,112,444,moyen
Funny People,75000000,61458982,146,390,moyen
The Kingdom,70000000,86658558,110,513,moyen
Talladega Nights: The Ballad of Ricky Bobby,72500000,162966177,116,491,moyen
Dr. Dolittle 2,70000000,176104344,87,410,mediocre
Braveheart,72000000,210000000,177,3336,bien
Jarhead,72000000,96889998,125,765,moyen
The Simpsons Movie,75000000,527068851,87,2264,moyen
The Majestic,72000000,37317558,152,188,moyen
Driven,94000000,54744738,116,179,mediocre
Deux frères,74500000,62172050,109,180,moyen
The Village,60000000,256697520,108,1071,moyen
Doctor Dolittle,71000000,294456605,85,686,moyen
Signs,72000000,408247917,106,1599,moyen
Shrek 2,150000000,919838758,93,2988,moyen
Cars,120000000,461983149,117,3877,moyen
Runaway Bride,70000000,309457509,116,455,moyen
xXx,70000000,277448382,124,1424,moyen
The SpongeBob Movie: Sponge Out of Water,74000000,311594032,93,719,moyen
Ransom,80000000,309492681,117,470,moyen
Inglourious Basterds,70000000,319131050,153,6430,bien
Hook,70000000,300854823,144,1532,moyen
Die Hard 2,70000000,240031094,124,1896,moyen
S.W.A.T.,80000000,116643346,117,770,moyen
Vanilla Sky,68000000,203388341,136,1078,moyen
Lady in the Water,75000000,42285169,110,409,moyen
AVP: Alien vs. Predator,70000000,171183863,101,1217,moyen
Alvin and the Chipmunks: The Squeakquel,75000000,443140005,88,666,moyen
We Were Soldiers,75000000,114660784,138,521,moyen
Olympus Has Fallen,70000000,161025640,120,2981,moyen
Star Trek: Insurrection,70000000,118000000,103,391,moyen
Battle: Los Angeles,70000000,202466756,116,1448,moyen
Big Fish,70000000,122919055,125,1994,bien
Wolf,0,0,125,216,moyen
War Horse,66000000,177584879,146,992,moyen
The Monuments Men,70000000,154984035,118,1523,moyen
The Abyss,70000000,90000098,139,808,moyen
Wall Street: Money Never Sleeps,70000000,134748021,133,493,moyen
Dracula Untold,70000000,215529201,92,2389,moyen
The Siege,70000000,116672912,116,352,moyen
Stardust,70000000,135560026,127,1184,moyen
Seven Years in Tibet,70000000,131457682,136,630,moyen
The Dilemma,70000000,67112664,111,304,moyen
Bad Company,70000000,65977295,116,228,moyen
Doom,60000000,55987321,105,609,moyen
I Spy,70000000,33561137,97,269,moyen
Underworld: Awakening,70000000,160112671,88,1862,moyen
Rock of Ages,75000000,59418613,123,385,moyen
Hart's War,70000000,32287044,125,241,moyen
Killer Elite,66000000,57777106,116,695,moyen
Rollerball,0,0,98,106,mediocre
Ballistic: Ecks vs. Sever,70000000,19924033,91,97,mediocre
Hard Rain,70000000,19870567,97,179,moyen
Osmosis Jones,75000000,13596911,95,228,moyen
Legends of Oz: Dorothy's Return,70000000,18662027,88,43,moyen
Blackhat,70000000,17752940,133,826,moyen
Sky Captain and the World of Tomorrow,70000000,57958696,107,439,moyen
Basic Instinct 2,70000000,38629478,114,180,mediocre
Escape Plan,50000000,122915111,115,1659,moyen
The Legend of Hercules,70000000,61279452,99,533,mediocre
The Sum of All Fears,68000000,193000000,124,437,moyen
The Twilight Saga: Eclipse,68000000,698491347,124,2301,moyen
The Score,68000000,71069884,124,423,moyen
Despicable Me,69000000,543513985,95,6478,moyen
Money Train,60000000,35431113,103,222,moyen
Ted 2,68000000,217022588,115,2463,moyen
Agora,70000000,39041505,127,395,moyen
Mystery Men,68000000,29762011,121,250,moyen
Hall Pass,36000000,83160734,105,611,moyen
The Insider,90000000,60289912,157,481,moyen
The Finest Hours,80000000,52099090,114,588,moyen
Body of Lies,70000000,113280098,128,895,moyen
Dinner for Schmucks,69000000,86387857,114,531,moyen
Abraham Lincoln: Vampire Hunter,69000000,112265139,94,1269,moyen
Entrapment,66000000,212404396,112,602,moyen
The X Files,66000000,189198313,121,488,moyen
The Last Legion,67000000,25303038,102,207,moyen
Saving Private Ryan,70000000,481840909,169,5048,bien
Need for Speed,66000000,203277636,130,1520,moyen
What Women Want,70000000,374111707,127,992,moyen
Ice Age,59000000,383257136,81,3857,moyen
Dreamcatcher,68000000,75715436,136,567,moyen
Lincoln,65000000,275293450,149,1429,moyen
The Matrix,63000000,463517383,136,8907,bien
Apollo 13,52000000,355237933,140,1599,moyen
The Santa Clause 2,65000000,172855065,104,297,moyen
Les Misérables,61000000,441809770,157,1884,moyen
You've Got Mail,65000000,250821495,119,838,moyen
Step Brothers,65000000,128107642,98,1062,moyen
The Mask of Zorro,95000000,250288523,136,1183,moyen
Due Date,65000000,211780824,95,1685,moyen
Unbroken,65000000,163442937,137,1400,moyen
Space Cowboys,65000000,128884132,130,403,moyen
Cliffhanger,70000000,255000211,112,588,moyen
Broken Arrow,50000000,150270147,108,453,moyen
The Kid,65000000,69700000,104,238,moyen
World Trade Center,63000000,162945894,128,447,moyen
Mona Lisa Smile,65000000,0,117,393,moyen
The Dictator,65000000,179379533,83,1743,moyen
Eyes Wide Shut,65000000,162091208,159,1234,moyen
Annie,65000000,133821816,119,466,moyen
Focus,50100000,153962963,105,2542,moyen
This Means War,65000000,156974557,103,1389,moyen
Blade: Trinity,65000000,128905366,123,1252,moyen
Red Dawn,4200000,38376497,114,215,moyen
Primary Colors,65000000,0,143,94,moyen
Resident Evil: Retribution,65000000,240159255,95,1600,moyen
Death Race,45000000,73762516,105,1175,moyen
The Long Kiss Goodnight,65000000,89456761,120,314,moyen
Proof of Life,65000000,0,135,208,moyen
Zathura: A Space Adventure,65000000,64321501,101,779,moyen
Fight Club,63000000,100853753,139,9413,bien
We Are Marshall,65000000,43545364,124,186,moyen
Hudson Hawk,65000000,17218080,100,269,moyen
Lucky Numbers,65000000,0,105,52,mediocre
"I, Frankenstein",65000000,71154592,92,687,moyen
Oliver Twist,50000000,42093706,130,274,moyen
Elektra,43000000,56681566,97,575,mediocre
Sin City: A Dame to Kill For,65000000,39407616,102,1286,moyen
Random Hearts,64000000,74608570,133,63,moyen
Everest,55000000,203427584,121,1772,moyen
Perfume: The Story of a Murderer,50000000,132180323,147,1165,moyen
Austin Powers in Goldmember,63000000,296655431,94,979,moyen
Astro Boy,65000000,44091067,94,409,moyen
Jurassic Park,63000000,920100000,127,4856,bien
Wyatt Earp,63000000,25052000,191,202,moyen
Clear and Present Danger,62000000,215887717,141,386,moyen
天將雄師,65000000,121545703,127,145,moyen
Little Man,64000000,101595121,98,261,moyen
U-571,62000000,127666415,116,340,moyen
The American President,62000000,107879496,106,195,moyen
The Love Guru,62000000,41819064,87,242,mediocre
3000 Miles to Graceland,62000000,18720175,125,178,moyen
The Hateful Eight,44000000,155760117,167,4274,bien
Blades of Glory,53000000,0,93,569,moyen
Hop,63000000,183953723,95,331,moyen
300,65000000,422610419,117,4997,moyen
Meet the Fockers,80000000,516642939,115,1373,moyen
Marley & Me,60000000,244082376,115,1343,moyen
The Green Mile,60000000,284600000,189,4048,bien
Wild Hogs,0,253625427,100,648,moyen
Chicken Little,150000000,314432665,81,944,moyen
Gone Girl,61000000,369330363,145,5862,bien
The Bourne Identity,60000000,214034224,119,3583,moyen
GoldenEye,58000000,352194034,130,1174,moyen
The General's Daughter,60000000,149705852,116,205,moyen
The Truman Show,60000000,264118201,103,4537,bien
The Prince of Egypt,70000000,218613188,99,817,moyen
Daddy Day Care,60000000,164433867,92,506,moyen
2 Guns,61000000,131940411,109,1589,moyen
Cats & Dogs,60000000,93375151,87,352,moyen
The Italian Job,60000000,176070171,110,1919,moyen
Two Weeks Notice,60000000,93354918,101,487,moyen
Antz,60000000,171757863,83,1272,moyen
Couples Retreat,70000000,171844840,113,588,moyen
Days of Thunder,60000000,157920733,107,353,moyen
Cheaper by the Dozen 2,60000000,129181830,94,526,moyen
Maze Runner: The Scorch Trials,61000000,311256926,132,3040,moyen
Eat Pray Love,60000000,204594016,133,636,moyen
The Family Man,60000000,0,125,521,moyen
RED,58000000,71664962,111,2808,moyen
Any Given Sunday,55000000,100230832,163,422,moyen
The Horse Whisperer,60000000,186883563,170,292,moyen
Collateral,65000000,217764291,120,1451,moyen
The Scorpion King,60000000,165333180,92,779,moyen
Ladder 49,60000000,74541707,115,207,moyen
Jack Reacher,60000000,218340595,130,2998,moyen
Deep Blue Sea,60000000,73648228,105,604,moyen
Michael Jackson's This Is It,60000000,0,111,247,moyen
Contagion,60000000,137551594,106,1325,moyen
Kangaroo Jack,0,0,89,203,mediocre
Coraline,60000000,124596398,100,1386,moyen
The Happening,60000000,163403799,91,950,mediocre
Man on Fire,70000000,130293714,146,1553,moyen
The Shaggy Dog,50000000,61112916,98,137,mediocre
Starsky & Hutch,60000000,170268750,101,644,moyen
Jingle All the Way,60000000,129832389,89,575,moyen
Hellboy,66000000,99318987,122,2225,moyen
A Civil Action,70000000,56702901,115,109,moyen
ParaNorman,60000000,107139399,90,789,moyen
The Jackal,60000000,159330280,124,527,moyen
Paycheck,60000000,96269812,119,581,moyen
Up Close & Personal,60000000,0,119,50,moyen
The Tale of Despereaux,60000000,50877145,93,258,moyen
The Tuxedo,0,0,98,483,moyen
Under Siege 2: Dark Territory,60000000,104324083,100,210,moyen
Jack Ryan: Shadow Recruit,60000000,50549107,105,1173,moyen
Joy,60000000,101134059,124,1581,moyen
London Has Fallen,60000000,205754447,99,1621,moyen
Alien: Resurrection,70000000,162000000,109,1365,moyen
Shooter,61000000,95696996,124,1462,moyen
The Boxtrolls,60000000,108255770,97,668,moyen
Practical Magic,75000000,46683377,104,338,moyen
The Lego Movie,60000000,469160692,100,3070,moyen
Miss Congeniality 2: Armed and Fabulous,0,0,115,425,moyen
Reign of Fire,60000000,43061982,101,669,moyen
Gangster Squad,60000000,105200903,113,1778,moyen
Year One,60000000,62357900,97,524,mediocre
Invictus,60000000,122233971,134,1125,moyen
State of Play,60000000,87784194,127,484,moyen
Duplicity,78146652,60000000,125,201,moyen
My Favorite Martian,65000000,36850101,94,80,moyen
The Sentinel,60000000,77920346,108,225,moyen
Planet 51,70000000,104945765,91,556,moyen
Star Trek: Nemesis,60000000,67312826,117,479,moyen
Intolerable Cruelty,60000000,119940815,100,391,moyen
Trouble with the Curve,0,0,111,366,moyen
Edge of Darkness,80000000,74901339,117,487,moyen
The Relic,60000000,33956608,110,130,moyen
Analyze That,60000000,55003135,96,380,moyen
Righteous Kill,60000000,73174566,101,375,moyen
Mercury Rising,60000000,0,111,368,moyen
The Soloist,60000000,31720158,109,234,moyen
The Legend of Bagger Vance,80000000,39459427,126,251,moyen
Almost Famous,60000000,47383689,122,797,moyen
Garfield: A Tail of Two Kitties,0,141702264,78,464,moyen
xXx: State of the Union,60000000,71073932,101,549,mediocre
Priest,60000000,78309131,87,692,moyen
Sinbad: Legend of the Seven Seas,60000000,26288320,86,372,moyen
Event Horizon,60000000,26673242,96,742,moyen
Dragonfly,60000000,52322400,104,204,moyen
The Black Dahlia,50000000,49111202,121,287,moyen
Flyboys,60000000,17800000,140,271,moyen
The Last Castle,72000000,27642707,131,285,moyen
Supernova,90000000,14828081,91,109,mediocre
Winter's Tale,60000000,30800231,118,487,moyen
The Mortal Instruments: City of Bones,60000000,90565421,130,1602,moyen
Meet Dave,60000000,50650079,90,371,moyen
Dark Water,30000000,25473093,105,274,moyen
Edtv,80000000,0,122,166,moyen
Inkheart,60000000,57490374,106,592,moyen
The Spirit,60000000,39031337,103,320,mediocre
Mortdecai,60000000,30418560,106,1055,moyen
In the Name of the King: A Dungeon Siege Tale,60000000,0,127,224,mediocre
Beyond Borders,35000000,0,127,110,moyen
西游记之孙悟空三打白骨精,68490000,193677158,120,24,moyen
The Great Raid,80000000,10166502,132,91,moyen
Deadpool,58000000,783112979,108,10995,moyen
Holy Man,60000000,0,114,111,mediocre
American Sniper,58800000,542307423,133,4469,moyen
Goosebumps,58000000,158162788,103,995,moyen
Just Like Heaven,58000000,102854431,95,579,moyen
The Flintstones in Viva Rock Vegas,83000000,59468275,90,134,mediocre
Rambo III,63000000,189015611,102,690,moyen
Leatherheads,58000000,41299492,114,130,moyen
The Ridiculous 6,60000000,0,119,388,mediocre
Did You Hear About the Morgans?,58000000,85280250,103,276,moyen
The Internship,58000000,44000000,119,1658,moyen
Resident Evil: Afterlife,60000000,300228084,97,1363,moyen
Red Tails,58000000,50365377,125,178,moyen
The Devil's Advocate,57000000,152944660,144,1374,moyen
That's My Boy,70000000,58058367,116,453,moyen
DragonHeart,57000000,115267375,103,535,moyen
After the Sunset,60000000,61347797,97,226,moyen
Ghost Rider: Spirit of Vengeance,57000000,149217355,95,1135,mediocre
Captain Corelli's Mandolin,57000000,62112895,131,145,moyen
The Pacifier,56000000,113006880,95,842,moyen
Walking Tall,56000000,57223890,86,381,moyen
Forrest Gump,55000000,677945399,142,7927,bien
Alvin and the Chipmunks,60000000,361366633,92,1177,moyen
Meet the Parents,55000000,330444045,108,1698,moyen
Pocahontas,55000000,346079773,81,1457,moyen
Superman,55000000,300218018,143,1022,moyen
The Nutty Professor,54000000,128769345,95,702,moyen
Hitch,70000000,368100420,118,1665,moyen
George of the Jungle,55000000,0,92,496,moyen
American Wedding,55000000,231449203,103,1129,moyen
Captain Phillips,55000000,95000000,134,2454,bien
Date Night,55000000,152263880,97,1122,moyen
Casper,50000000,287928194,100,1019,moyen
The Equalizer,55000000,192330738,132,2954,moyen
Maid in Manhattan,55000000,154906693,105,485,moyen
Crimson Tide,53000000,157387195,116,498,moyen
The Pursuit of Happyness,55000000,307077295,117,2525,bien
Flightplan,55000000,223387299,98,772,moyen
Disclosure,55000000,214015089,123,210,moyen
City of Angels,55000000,198685114,114,529,moyen
Kill Bill: Vol. 1,30000000,180949000,111,4949,bien
Bowfinger,55000000,0,97,254,moyen
Kill Bill: Vol. 2,30000000,152159461,136,3948,bien
Tango & Cash,55000000,63408614,104,458,moyen
Death Becomes Her,55000000,149022650,104,636,moyen
Shanghai Noon,55000000,56932305,110,735,moyen
Executive Decision,55000000,121969216,133,256,moyen
Mr. Popper's Penguins,55000000,187361754,94,751,moyen
The Forbidden Kingdom,55000000,127906624,104,461,moyen
Free Birds,55000000,110000000,91,254,moyen
Alien³,50000000,159773545,114,1633,moyen
Evita,55000000,141047179,134,120,moyen
Ronin,55000000,41610884,122,658,moyen
The Ghost and the Darkness,50000000,75000000,109,236,moyen
Paddington,55000000,259207227,95,883,moyen
The Watch,68000000,68267862,98,881,moyen
The Hunted,55000000,34234008,94,189,moyen
Instinct,80000000,0,126,146,moyen
Stuck on You,55000000,33828318,118,188,moyen
Semi-Pro,0,33472850,91,251,moyen
The Pirates! In an Adventure with Scientists!,60000000,118338361,88,374,moyen
Changeling,55000000,113020255,141,1131,moyen
Chain Reaction,50000000,60209334,107,284,moyen
The Fan,55000000,18626419,116,194,moyen
The Phantom of the Opera,70000000,154648887,143,438,moyen
Elizabeth: The Golden Age,55000000,74237563,114,303,moyen
Æon Flux,62000000,52304001,93,703,moyen
Gods and Generals,56000000,12923936,214,48,moyen
Turbulence,55000000,11466088,100,62,moyen
Imagine That,55000000,0,107,134,moyen
Muppets Most Wanted,50000000,80383290,112,316,moyen
Thunderbirds,57000000,28283637,95,91,mediocre
Burlesque,55000000,89519773,119,573,moyen
Un long dimanche de fiançailles,47000000,0,133,346,moyen
Lolita,2000000,9250000,153,395,moyen
D-Tox,55000000,6416302,96,123,moyen
Blade II,54000000,155010032,117,1528,moyen
Seven Pounds,55000000,168167691,123,2039,moyen
Bullet to the Head,55000000,9489829,92,481,moyen
The Godfather: Part III,54000000,136766062,162,1546,moyen
Elizabethtown,57000000,52034889,123,327,moyen
"You, Me and Dupree",54000000,130431368,108,407,moyen
Superman II,54000000,190458706,127,629,moyen
Gigli,54000000,7266209,121,104,mediocre
All the King's Men,55000000,9450897,125,95,moyen
Shaft,46000000,107196498,99,308,moyen
